,gnews_flair,gnews_tb_polarity,gnews_tb_subjectivity,gnews_sid_pos,gnews_sid_neg,gnews_sid_neu,gnews_sid_com
2019-01-01,-0.9897888888888888,0.08502750365755234,0.4302732547965141,0.092,0.04711111111111112,0.8610000000000001,0.6349444444444444
2019-01-02,-0.5764777777777778,0.07029350297262828,0.34482299828385404,0.08988888888888888,0.03177777777777778,0.8783333333333334,0.6933666666666666
2019-01-03,-0.5744555555555555,0.13999424661921622,0.4171395901327434,0.11611111111111112,0.043777777777777784,0.8403333333333333,0.9798666666666668
2019-01-04,-0.3416444444444444,0.09229642525318077,0.3901295479755736,0.09266666666666666,0.03222222222222222,0.8750000000000001,0.5549999999999999
2019-01-05,-0.7287999999999999,0.11433380074111313,0.4226721031670621,0.09133333333333332,0.022,0.8866666666666666,0.7546222222222222
2019-01-06,-0.9807444444444444,0.1450596542813737,0.43916665570099706,0.11266666666666665,0.0398888888888889,0.8474444444444446,0.7494888888888889
2019-01-07,-0.9795888888888888,0.09304522641863198,0.4169717200691419,0.0771111111111111,0.05288888888888888,0.8702222222222223,0.4316777777777777
2019-01-08,-0.9625888888888888,0.08046717572989748,0.3898947865225028,0.08711111111111111,0.056777777777777774,0.856,0.034811111111111084
2019-01-09,-0.7005888888888889,0.06883584364867702,0.3885884992650983,0.08255555555555555,0.053111111111111116,0.8644444444444445,0.5309444444444443
2019-01-10,-0.9996666666666668,0.10014967660503392,0.4489366384929015,0.09000000000000001,0.055444444444444435,0.8548888888888891,0.11041111111111107
2019-01-11,-0.3780555555555555,0.08320927770749445,0.4042903686369036,0.09955555555555556,0.03222222222222222,0.8682222222222223,0.8320666666666666
2019-01-12,-0.5925222222222223,0.0957557714845648,0.4059559562337275,0.09833333333333333,0.05322222222222222,0.8485555555555555,0.6453555555555556
2019-01-13,-0.9960555555555556,0.08230143363862892,0.4166428442344817,0.10855555555555554,0.06277777777777778,0.8286666666666666,0.7747
2019-01-14,-0.6133888888888889,0.06902025166191833,0.3643488857655355,0.07111111111111111,0.059,0.8699999999999999,0.1148222222222222
2019-01-15,-0.8040222222222223,0.07381135519140407,0.4138902115168175,0.08577777777777777,0.05166666666666666,0.8625555555555554,0.5227555555555556
2019-01-16,-0.6970444444444445,0.04998650132046778,0.375456755596033,0.08911111111111109,0.052888888888888895,0.8577777777777779,0.5450777777777778
2019-01-17,-0.3421,0.062126889630044174,0.30975359499357874,0.07877777777777778,0.03044444444444445,0.8907777777777777,0.5758555555555555
2019-01-18,-0.9261333333333336,0.07756832265739927,0.34219873885721785,0.0611111111111111,0.041888888888888885,0.8971111111111111,0.15252222222222225
2019-01-19,-0.7354444444444446,0.07042316999318474,0.329863762637096,0.07288888888888889,0.040999999999999995,0.8859999999999999,0.6134666666666667
2019-01-20,-0.8514666666666666,0.06660778206544235,0.24876337822364586,0.05711111111111111,0.03044444444444445,0.9125555555555556,0.5799444444444445
2019-01-21,-0.7599222222222222,0.07019630488026539,0.3757282409307002,0.08277777777777777,0.041888888888888885,0.875,0.7147777777777777
2019-01-22,-0.5462444444444444,0.09521092523417624,0.4150824188882166,0.10800000000000001,0.039000000000000014,0.8532222222222221,0.6212333333333333
2019-01-23,-0.7295666666666667,0.04075258309680493,0.3622659302455397,0.0661111111111111,0.056777777777777774,0.8770000000000001,0.3314333333333333
2019-01-24,-0.9172,0.0957672632667766,0.3448637961035971,0.091,0.03833333333333333,0.8707777777777778,0.7351222222222222
2019-01-25,-0.3236777777777778,0.09944218921660312,0.466914603499327,0.08588888888888889,0.042,0.872,0.6448
2019-01-26,-0.8043777777777777,0.12958536375578686,0.41836856220485424,0.10233333333333333,0.03744444444444445,0.8604444444444446,0.6880222222222222
2019-01-27,-0.8966333333333333,0.06420676581272416,0.3876019442361854,0.10611111111111113,0.057,0.8371111111111111,0.5495888888888889
2019-01-28,-0.9237111111111109,0.0932448229323416,0.3765199685782893,0.08255555555555556,0.04688888888888889,0.8706666666666666,0.10683333333333332
2019-01-29,-0.8025222222222221,0.0643596797601583,0.3837509066946752,0.08744444444444444,0.05322222222222223,0.8591111111111112,0.6480888888888888
2019-01-30,-0.5165222222222221,0.0491410073604996,0.2730077135091873,0.07022222222222223,0.04311111111111112,0.8868888888888891,0.1273
2019-01-31,-0.3345111111111111,0.07482645465770504,0.3329371272302377,0.08955555555555555,0.01933333333333333,0.8909999999999999,0.7004999999999999
2019-02-01,-0.9514888888888888,0.06939735230831133,0.4105875775779845,0.09544444444444444,0.04711111111111112,0.8575555555555555,0.4092333333333334
2019-02-02,-0.7708222222222223,0.08984925972352993,0.4125867953177511,0.10188888888888888,0.05866666666666667,0.8391111111111109,0.3374111111111111
2019-02-03,-0.9592777777777778,0.0642639423625559,0.4333450267653611,0.08922222222222223,0.043777777777777784,0.8671111111111113,0.4546111111111111
2019-02-04,-0.3195888888888889,0.08923746176960032,0.5009108605381952,0.06933333333333333,0.03911111111111111,0.8915555555555557,0.2360888888888889
2019-02-05,-0.7078222222222221,0.0823304172879757,0.3771892752184672,0.07722222222222222,0.06166666666666666,0.8611111111111112,0.3082888888888889
2019-02-06,-0.7316777777777778,0.051769582933408775,0.2791083784335058,0.06855555555555554,0.058888888888888886,0.8725555555555555,0.2522555555555556
2019-02-07,-0.13228888888888887,0.11407410072790213,0.45315236335672604,0.10477777777777778,0.03444444444444444,0.8606666666666666,0.8542111111111109
2019-02-08,-0.5455999999999999,0.06026674132865485,0.3952458040947147,0.08788888888888889,0.055,0.8573333333333334,0.4815
2019-02-09,-0.9608444444444444,0.056293499792839104,0.3652659861753637,0.0761111111111111,0.0598888888888889,0.8641111111111112,0.2394222222222222
2019-02-10,-0.4066444444444445,0.10656418942960044,0.4260478604859071,0.09588888888888887,0.03133333333333334,0.8726666666666667,0.8163111111111109
2019-02-11,-0.7458333333333332,0.11997953694874568,0.4457084329193748,0.0948888888888889,0.041888888888888885,0.8631111111111112,0.4960222222222222
2019-02-12,-0.5932444444444445,0.05982542527204721,0.3764943370179248,0.08333333333333331,0.05522222222222222,0.8617777777777778,0.4167222222222222
2019-02-13,-0.7572333333333333,0.0628023011198311,0.3851157673075266,0.06355555555555556,0.033777777777777775,0.9025555555555554,0.4287666666666666
2019-02-14,-0.7350888888888889,0.1000204346668207,0.4300606365233787,0.09088888888888892,0.023555555555555555,0.8854444444444445,0.7449666666666668
2019-02-15,-0.69,0.06296358930345858,0.3107987420773369,0.043222222222222224,0.02688888888888889,0.9297777777777776,0.3828888888888888
2019-02-16,-0.6386222222222222,0.10484269870172633,0.4280164731110183,0.10933333333333332,0.04522222222222223,0.8455555555555556,0.7684444444444444
2019-02-17,-0.6855222222222223,0.08664943561844582,0.3963374365147514,0.10033333333333333,0.048444444444444436,0.8513333333333333,0.7603777777777778
2019-02-18,-0.6511444444444445,0.14467965572998376,0.4701330942312993,0.10555555555555557,0.043,0.8515555555555555,0.4704555555555555
2019-02-19,-0.3072555555555556,0.08324976774677581,0.382460675418859,0.11233333333333334,0.027444444444444445,0.8603333333333333,0.9791888888888888
2019-02-20,-0.6022111111111111,0.0802128250134361,0.41187830476603415,0.08955555555555554,0.03211111111111112,0.8781111111111112,0.7535666666666666
2019-02-21,0.015400000000000006,0.08649796705551098,0.4160172841120302,0.09077777777777778,0.028222222222222218,0.8809999999999999,0.7712555555555557
2019-02-22,-0.8065888888888891,0.0678440576362155,0.4070754266527598,0.08311111111111111,0.041000000000000016,0.8758888888888889,0.7969888888888891
2019-02-23,-0.9042111111111112,0.07498326408078733,0.413601230105436,0.1107777777777778,0.042444444444444465,0.8467777777777779,0.7694333333333332
2019-02-24,-0.4694555555555556,0.09159724818959994,0.4265031837459647,0.097,0.054444444444444434,0.8486666666666667,0.5286444444444444
2019-02-25,-0.7620555555555556,0.08946369366156001,0.3819953561378682,0.08311111111111112,0.04611111111111112,0.8708888888888889,0.4650888888888888
2019-02-26,-0.3529111111111111,0.06965984201991254,0.3440277443932672,0.07455555555555554,0.015555555555555557,0.9097777777777778,0.8545555555555555
2019-02-27,-0.5007111111111111,0.10188912475361248,0.44335606714875,0.08877777777777777,0.033,0.8783333333333334,0.4871777777777778
2019-02-28,-0.9420444444444444,0.0863134548299523,0.3979268835962118,0.08822222222222223,0.05366666666666667,0.8580000000000001,0.4183888888888889
2019-03-01,-0.7317777777777779,0.11851661831800198,0.4342116747362261,0.11177777777777777,0.02866666666666667,0.8596666666666667,0.9075555555555554
2019-03-02,-0.3719111111111111,0.19044910146096347,0.473539937999597,0.14255555555555555,0.03144444444444445,0.8260000000000001,0.9736777777777778
2019-03-03,-0.6405444444444445,0.08361484593745314,0.32801252103849043,0.07455555555555554,0.03277777777777777,0.8925555555555555,0.7667444444444445
2019-03-04,-0.3561444444444445,0.07287970510936996,0.40047427348215403,0.07811111111111113,0.04344444444444446,0.8781111111111111,0.3233
2019-03-05,-0.5254,0.044028273917459136,0.44220999783014797,0.07500000000000001,0.06233333333333334,0.8627777777777778,0.42962222222222224
2019-03-06,-0.8642111111111109,0.02187510843043701,0.3168005913565656,0.06744444444444446,0.03588888888888889,0.8964444444444442,0.7539222222222222
2019-03-07,-0.5261,0.12517434654076556,0.4441847881001093,0.06755555555555558,0.025333333333333333,0.9071111111111112,0.6503666666666666
2019-03-08,-0.7964,0.07568929135521438,0.3760115949459995,0.08288888888888889,0.067,0.8498888888888889,0.5002222222222222
2019-03-09,-0.7567777777777778,0.030512102654504106,0.35572087758411497,0.07888888888888887,0.051777777777777784,0.8694444444444444,0.3026
2019-03-10,-0.5356333333333334,0.09024160216913056,0.4117424986847098,0.0838888888888889,0.039222222222222235,0.8768888888888888,0.7823222222222221
2019-03-11,-0.1793111111111111,0.11003825879707202,0.39934107883967856,0.09288888888888887,0.04466666666666667,0.8626666666666667,0.6110444444444444
2019-03-12,-0.3403333333333334,0.04854859451910039,0.3607496717735226,0.1007777777777778,0.052333333333333336,0.8468888888888889,0.7123666666666666
2019-03-13,-0.9724444444444446,0.08800372096494524,0.3806021121681537,0.08,0.054000000000000006,0.8655555555555556,0.4188333333333333
2019-03-14,-0.8087555555555554,0.07773879540210066,0.4254392953354724,0.07422222222222223,0.07177777777777777,0.8539999999999999,0.004377777777777776
2019-03-15,-0.5379555555555556,0.09592595276030992,0.4100756085035353,0.10422222222222224,0.05622222222222222,0.8396666666666668,0.6799666666666667
2019-03-16,-0.22068888888888888,0.09940613572935,0.3979480717805122,0.06422222222222222,0.03911111111111112,0.8966666666666667,0.1340222222222222
2019-03-17,-0.4986111111111111,0.10311426451554656,0.4140500336040616,0.11599999999999999,0.03766666666666668,0.8463333333333334,0.9731888888888891
2019-03-18,-0.3149888888888889,0.08267989738165507,0.3640267473482546,0.08166666666666668,0.030777777777777782,0.8874444444444445,0.745
2019-03-19,-0.950077777777778,0.07719889819668473,0.41407876985689424,0.07966666666666668,0.04566666666666666,0.8748888888888888,0.6545999999999998
2019-03-20,-0.5831222222222221,0.13509772770830353,0.4262028832979926,0.11233333333333334,0.02788888888888889,0.86,0.6635222222222221
2019-03-21,-0.1281888888888889,0.10517235865867848,0.4193420396928087,0.08577777777777777,0.035222222222222224,0.8788888888888889,0.7591777777777778
2019-03-22,-0.7415,0.08673930004221624,0.4243652512423817,0.1122222222222222,0.03322222222222223,0.8547777777777779,0.5896333333333333
2019-03-23,-0.5659555555555555,0.08296894827472992,0.3338078300156496,0.08277777777777777,0.06677777777777777,0.8505555555555556,0.4318777777777778
2019-03-24,-0.7029444444444445,0.1008792283237517,0.3766842771524568,0.09177777777777778,0.037555555555555564,0.8705555555555555,0.7541333333333333
2019-03-25,-0.7114444444444443,0.13207721706541842,0.44149448877963904,0.11677777777777774,0.035444444444444445,0.8476666666666667,0.7449888888888889
2019-03-26,-0.9978888888888888,0.06293198609790822,0.4526420438473266,0.06933333333333334,0.04733333333333333,0.8832222222222224,0.3325222222222222
2019-03-27,-0.1701888888888889,0.062385993558861035,0.33124505828992834,0.08233333333333333,0.041222222222222216,0.8764444444444446,0.517
2019-03-28,-0.7116444444444445,0.10892706334864707,0.4365048602963775,0.121,0.049888888888888885,0.8292222222222223,0.5997555555555556
2019-03-29,-0.9610111111111111,0.06398374123083214,0.3221611745682771,0.06777777777777777,0.04844444444444445,0.8835555555555554,0.24834444444444445
2019-03-30,-0.5437555555555557,0.053688454059492484,0.4190409461327184,0.07622222222222222,0.03766666666666666,0.8861111111111112,0.5618888888888889
2019-03-31,-0.9313555555555556,0.0584640581855091,0.4145543579192944,0.08422222222222223,0.06755555555555556,0.8483333333333335,0.3432333333333333
2019-04-01,-0.6832888888888888,0.1180814934007392,0.4192715570554341,0.11,0.046000000000000006,0.8438888888888889,0.4267111111111111
2019-04-02,-0.7605111111111111,0.15742993148242804,0.4893469378457328,0.11666666666666667,0.02155555555555556,0.8616666666666668,0.8071555555555556
2019-04-03,-0.5257444444444446,0.09673063523887317,0.4306083256998508,0.09188888888888888,0.03155555555555555,0.8765555555555556,0.6787222222222221
2019-04-04,-0.34294444444444444,0.08727994542172136,0.38705983369948654,0.07533333333333332,0.04722222222222222,0.8774444444444445,0.35514444444444443
2019-04-05,-0.9618777777777778,0.10102858986889693,0.4531811004742263,0.0957777777777778,0.041777777777777775,0.8623333333333334,0.6862555555555555
2019-04-06,-0.21425555555555556,0.0723688520439152,0.3621742822523172,0.08700000000000001,0.04622222222222222,0.8666666666666666,0.6591222222222223
2019-04-07,-0.5321333333333332,0.154787294278391,0.4330987414589403,0.10788888888888888,0.037111111111111116,0.855,0.6340222222222223
2019-04-08,-0.9896777777777778,0.02761752586375277,0.3617826666788175,0.07822222222222222,0.05555555555555555,0.8662222222222221,0.3712888888888888
2019-04-09,-0.6976333333333333,0.09219751262840407,0.400283153173037,0.07855555555555556,0.05466666666666667,0.8668888888888887,-0.01947777777777786
2019-04-10,-0.9639333333333332,0.09415748195970444,0.41004389894380255,0.099,0.04166666666666666,0.8596666666666666,0.9079666666666666
2019-04-11,-0.08078888888888891,0.09189277363382273,0.4431381438341219,0.09811111111111112,0.035888888888888894,0.8657777777777778,0.7214444444444444
2019-04-12,-0.9796111111111112,0.06722472466409993,0.390752823094872,0.07466666666666666,0.05500000000000002,0.8702222222222223,0.25932222222222223
2019-04-13,-0.4574666666666666,0.07288401448899079,0.29960200906896833,0.06388888888888887,0.03044444444444445,0.9053333333333332,0.4306555555555556
2019-04-14,-0.9265888888888888,0.09468893211875606,0.4104459371943062,0.10044444444444443,0.037111111111111116,0.8624444444444445,0.8017666666666667
2019-04-15,-0.3814444444444445,0.04945160527713285,0.35580590312717275,0.077,0.042777777777777776,0.8805555555555555,0.5598666666666667
2019-04-16,-0.4722111111111112,0.12739600966006645,0.3566781897457903,0.10255555555555557,0.014333333333333332,0.8831111111111112,0.8526888888888888
2019-04-17,-0.5178222222222222,0.12796593506889709,0.4417540544618174,0.09633333333333333,0.02688888888888889,0.8767777777777775,0.7108777777777777
2019-04-18,-0.27698888888888884,0.13856709775104542,0.4059036420642949,0.09966666666666664,0.02811111111111111,0.8721111111111112,0.9577555555555556
2019-04-19,-0.5348111111111111,0.07095984760750226,0.4051111349777762,0.09244444444444444,0.04422222222222223,0.8635555555555555,0.4917444444444444
2019-04-20,-0.5058333333333332,0.0867364607438159,0.41424279239673023,0.10788888888888888,0.033,0.8588888888888889,0.9842666666666666
2019-04-21,-0.6220222222222221,0.04277147469422951,0.1924203580422991,0.04444444444444445,0.02488888888888889,0.9303333333333336,0.08711111111111111
2019-04-22,-0.5874222222222223,0.0727900178382907,0.3993297401988671,0.067,0.042888888888888886,0.8902222222222222,0.5182555555555556
2019-04-23,-0.9412666666666668,0.06012317565151753,0.3656899540664225,0.08122222222222222,0.038111111111111116,0.8805555555555555,0.6864111111111112
2019-04-24,-0.7891444444444446,0.06097910294575379,0.36361101156677467,0.07244444444444445,0.02333333333333333,0.9042222222222224,0.6031666666666667
2019-04-25,-0.9390555555555556,0.04745723901357815,0.3439915439741749,0.07155555555555555,0.06133333333333334,0.8673333333333333,0.0616222222222222
2019-04-26,-0.9155777777777776,0.070655652295015,0.3170387510149719,0.07366666666666667,0.036333333333333336,0.8901111111111111,0.1757444444444444
2019-04-27,-0.5680333333333334,0.09940157785617662,0.4430595128573297,0.08711111111111111,0.04255555555555556,0.8705555555555554,0.7649
2019-04-28,-0.7418666666666667,0.1541026563563773,0.42966513311930016,0.10166666666666667,0.03166666666666667,0.8665555555555556,0.7749222222222223
2019-04-29,-0.1364888888888889,0.031280729883326,0.22548521331140176,0.054000000000000006,0.020444444444444446,0.9255555555555556,0.3973555555555556
2019-04-30,-0.5576777777777777,0.08535034039199084,0.3636928350104125,0.06377777777777778,0.03955555555555556,0.8965555555555554,0.4036555555555556
2019-05-01,-0.7235444444444443,0.10786029785752273,0.38497873724934994,0.08322222222222223,0.04311111111111112,0.8737777777777778,0.4408666666666667
2019-05-02,-0.7187333333333333,0.13625845984000626,0.4546467129706576,0.09622222222222222,0.03977777777777778,0.8640000000000001,0.639588888888889
2019-05-03,-0.9228777777777776,0.13539585857829944,0.4195092409593759,0.1127777777777778,0.04255555555555556,0.8444444444444443,0.6221555555555556
2019-05-04,-0.6207222222222222,0.0714731234076183,0.2371799529195339,0.050666666666666665,0.019444444444444445,0.9298888888888888,0.3442222222222222
2019-05-05,-0.6960777777777777,0.09090772342291988,0.2966916031789781,0.08033333333333333,0.022,0.8975555555555554,0.6497333333333333
2019-05-06,-0.7558777777777779,0.1259328074424854,0.4585635413072866,0.0947777777777778,0.03911111111111112,0.8657777777777778,0.7320333333333333
2019-05-07,-0.5415555555555556,0.08280753457185179,0.3555458320529201,0.064,0.04566666666666668,0.8904444444444444,0.18172222222222226
2019-05-08,-0.9981555555555556,0.09279072000890927,0.4202981941425683,0.07422222222222223,0.06477777777777778,0.8611111111111112,-0.016755555555555558
2019-05-09,-0.9836,0.06514547183221517,0.4035291755066697,0.08466666666666668,0.058888888888888886,0.8562222222222222,0.12093333333333335
2019-05-10,-0.8275555555555556,0.05929398719494056,0.4148645830159233,0.09300000000000001,0.0598888888888889,0.8472222222222223,0.08332222222222226
2019-05-11,-0.3694333333333334,0.0978987738799262,0.4251531505018349,0.11133333333333334,0.048000000000000015,0.8407777777777777,0.7445888888888891
2019-05-12,-0.5861888888888889,0.11226246605216972,0.4301947675894247,0.09955555555555556,0.032777777777777774,0.8675555555555556,0.9079666666666666
2019-05-13,-0.7031000000000001,0.10324685173822122,0.4342348136896914,0.0871111111111111,0.04633333333333334,0.8664444444444444,0.5638444444444445
2019-05-14,-0.9858111111111109,0.1816706806110609,0.4935471453778525,0.12511111111111112,0.03655555555555556,0.8382222222222224,0.7228333333333333
2019-05-15,-0.7505777777777778,0.11838707323343985,0.4027107510235605,0.09966666666666668,0.04344444444444445,0.8569999999999999,0.6462444444444445
2019-05-16,-0.8476666666666666,0.06380597806326133,0.3597263455867949,0.06344444444444444,0.024000000000000004,0.9127777777777778,0.6203444444444445
2019-05-17,-0.4939222222222222,0.1232149860732536,0.30078176220263625,0.05455555555555555,0.02388888888888889,0.9213333333333332,0.25995555555555555
2019-05-18,-0.13212222222222225,0.1284276539199195,0.465787104837028,0.10288888888888888,0.034555555555555555,0.8625555555555555,0.6067777777777779
2019-05-19,-0.4398666666666667,0.12269978879195942,0.4384958251606047,0.09977777777777776,0.048,0.8521111111111109,0.7294444444444443
2019-05-20,-0.5582888888888888,0.0902903217406624,0.4219265126689843,0.09955555555555556,0.04577777777777778,0.8547777777777777,0.7111111111111109
2019-05-21,-0.5673777777777779,0.1122011948166408,0.34810115237416395,0.09222222222222223,0.02666666666666666,0.8811111111111112,0.5902
2019-05-22,-0.9621333333333334,0.04805792427032416,0.3623746915633493,0.08733333333333332,0.04911111111111112,0.8638888888888888,0.6551888888888888
2019-05-23,-0.5971444444444445,0.11347123727393045,0.4168914403771803,0.08622222222222224,0.04688888888888889,0.8667777777777776,0.1524666666666667
2019-05-24,-0.7742999999999999,0.14157025642502696,0.44440593315321575,0.12055555555555555,0.045333333333333344,0.8342222222222221,0.8424333333333334
2019-05-25,-0.7474555555555554,0.005864895123885678,0.11180984683033164,0.017,0.017888888888888888,0.9651111111111113,0.0003111111111111016
2019-05-26,-0.7054777777777778,0.06356942969205423,0.3487864529404267,0.07955555555555555,0.05144444444444444,0.8690000000000001,0.5010888888888889
2019-05-27,-0.4934777777777779,0.11202261447891472,0.41363265472034666,0.12155555555555556,0.042777777777777776,0.8356666666666666,0.8744222222222223
2019-05-28,-0.5425555555555557,0.10523522504050947,0.4338681247894996,0.1227777777777778,0.05233333333333333,0.8248888888888889,0.896277777777778
2019-05-29,-0.3929555555555556,0.08179394420242571,0.3927070084915792,0.09822222222222222,0.04766666666666666,0.8542222222222222,0.5369111111111111
2019-05-30,-0.7340333333333332,0.07720743314920875,0.33507404228485915,0.07466666666666667,0.03188888888888888,0.8935555555555555,0.637
2019-05-31,-0.7358444444444445,0.12629236966599566,0.41129728373340974,0.09655555555555556,0.02788888888888889,0.8755555555555556,0.9229222222222222
2019-06-01,-0.7260111111111109,0.0753170804975734,0.3714447161667904,0.06844444444444446,0.041777777777777775,0.8896666666666666,0.4437222222222221
2019-06-02,-0.4010777777777778,0.09620109215032648,0.422379635657922,0.10588888888888888,0.033888888888888885,0.8602222222222222,0.9748444444444444
2019-06-03,-0.5597222222222222,0.16311954350509414,0.395387086177206,0.08911111111111113,0.03311111111111111,0.8777777777777778,0.3646111111111112
2019-06-04,-0.6336444444444446,0.07564722661319356,0.35775224577453657,0.09466666666666666,0.03311111111111111,0.872,0.7917555555555555
2019-06-05,-0.5465777777777777,0.09144660073667638,0.3799987614458146,0.07333333333333332,0.03411111111111111,0.8924444444444446,0.2694555555555555
2019-06-06,-0.5263222222222222,0.07777142449396601,0.4244046828282014,0.09355555555555556,0.04644444444444445,0.86,0.3814555555555556
2019-06-07,-0.9359666666666668,0.10769483714226674,0.4109238069216029,0.09733333333333333,0.049000000000000016,0.8540000000000001,0.3167111111111111
2019-06-08,-0.7605999999999999,0.08551351515106231,0.37574829518228464,0.08211111111111111,0.052111111111111115,0.8658888888888889,0.41067777777777775
2019-06-09,-0.3915000000000001,0.10668533230481378,0.4157509583336071,0.09300000000000001,0.04588888888888889,0.8608888888888891,0.773
2019-06-10,-0.09877777777777776,0.10488978469760184,0.3836221575726387,0.10255555555555557,0.03044444444444445,0.8668888888888889,0.7467111111111113
2019-06-11,-0.3103777777777778,0.1635862101321991,0.4121860165560201,0.11588888888888887,0.018111111111111116,0.8658888888888889,0.9094888888888888
2019-06-12,-0.5897999999999999,0.0983432177568202,0.3900295197724584,0.10388888888888888,0.04433333333333333,0.8517777777777777,0.6748888888888889
2019-06-13,-0.4718222222222221,0.12910908968242424,0.32949550719432696,0.08255555555555555,0.015555555555555557,0.9017777777777778,0.7046444444444444
2019-06-14,-0.7973,0.12422422354377995,0.42532100492487296,0.09222222222222222,0.027222222222222217,0.8807777777777779,0.6692111111111111
2019-06-15,-0.4615444444444444,0.03766854681882288,0.2236866735673621,0.05044444444444445,0.01933333333333333,0.9302222222222222,0.5299555555555555
2019-06-16,-0.3884333333333334,0.10949497977465224,0.4042158862923474,0.10966666666666666,0.036000000000000004,0.8543333333333334,0.9728111111111112
2019-06-17,-0.9935666666666668,0.1194717148142044,0.4194474094791032,0.08711111111111113,0.043777777777777784,0.8690000000000001,0.2570999999999999
2019-06-18,-0.7222333333333334,0.10789079550631958,0.4160308717453395,0.07466666666666666,0.029333333333333336,0.8959999999999999,0.4576222222222222
2019-06-19,-0.26559999999999995,0.10164217027701772,0.3517350022030692,0.08777777777777777,0.027666666666666662,0.8844444444444446,0.6250444444444444
2019-06-20,-0.21513333333333334,0.12945042791054984,0.4223983217041286,0.08988888888888888,0.02466666666666667,0.8855555555555555,0.6523666666666667
2019-06-21,-0.4705777777777778,0.055768437076681714,0.3643929457635773,0.06255555555555556,0.035444444444444445,0.9018888888888891,0.22456666666666672
2019-06-22,-0.4540111111111112,0.16790863879056048,0.4614804784872948,0.115,0.03322222222222223,0.8518888888888889,0.4436222222222223
2019-06-23,-0.9885666666666668,0.07224623355464314,0.40550586283855694,0.0907777777777778,0.04522222222222223,0.8642222222222222,0.5444222222222223
2019-06-24,-0.6909222222222222,0.12915450023836916,0.3823043449645575,0.08488888888888889,0.037333333333333336,0.8778888888888888,0.5138888888888888
2019-06-25,-0.3364222222222222,0.10532969807011774,0.4073281045310302,0.1022222222222222,0.027999999999999997,0.8698888888888888,0.8000111111111112
2019-06-26,-0.7375111111111111,0.16563604408714494,0.5085419470501716,0.129,0.035666666666666666,0.8354444444444444,0.6958888888888888
2019-06-27,-0.5641888888888889,0.09461191743145048,0.4031506404543797,0.08911111111111111,0.04211111111111112,0.8688888888888888,0.293
2019-06-28,-0.9796777777777778,0.15584177125811915,0.4603005617111025,0.098,0.035333333333333335,0.8667777777777779,0.28350000000000003
2019-06-29,-0.4986444444444445,0.10189740237447004,0.3370049946891137,0.08777777777777776,0.031777777777777766,0.8804444444444444,0.2970777777777778
2019-06-30,-0.7482888888888888,0.07557442715953577,0.23245849447092135,0.06811111111111111,0.02588888888888889,0.9059999999999999,0.5087777777777779
